date_utc,rollup_id,l2_fees_eth,rent_paid_eth,profit_eth,txcount
2024-02-20,arbitrum,134.748392,104.704349,30.044043,872079
2024-02-20,base,51.312935,45.665367,5.647568,384293
2024-02-20,optimism,74.141492,93.282575,-19.141083,442715
2024-02-21,arbitrum,134.896121,107.490124,27.405997,820510
2024-02-21,base,61.399177,54.857713,6.541464,437924
2024-02-21,optimism,74.433569,77.574848,-3.141279,438297
2024-02-22,arbitrum,137.626684,111.486519,26.140165,795116
2024-02-22,base,59.899441,49.835891,10.063550,350578
2024-02-22,optimism,89.524891,91.347840,-1.822949,425594
2024-02-23,arbitrum,123.774654,99.324404,24.450250,751173
2024-02-23,base,49.324798,41.576082,7.748715,325273
2024-02-23,optimism,67.868162,64.842974,3.025189,390562
2024-02-24,arbitrum,89.661933,66.125364,23.536569,747451
2024-02-24,base,45.808573,37.598428,8.210145,443833
2024-02-24,optimism,47.715915,44.800623,2.915292,391488
2024-02-25,arbitrum,99.506895,72.691896,26.814999,800537
2024-02-25,base,54.262444,45.013646,9.248798,482009
2024-02-25,optimism,50.743899,46.930374,3.813525,397202
2024-02-26,arbitrum,140.710804,110.235666,30.475139,857600
2024-02-26,base,57.189441,46.082946,11.106495,388389
2024-02-26,optimism,88.395308,88.500701,-0.105393,416974
2024-02-27,arbitrum,161.327915,132.448537,28.879378,816129
2024-02-27,base,72.283632,57.413968,14.869664,405481
2024-02-27,optimism,119.118878,123.265867,-4.146989,437487
2024-02-28,arbitrum,260.833681,204.645101,56.188580,1032380
2024-02-28,base,96.190460,72.085468,24.104993,421010
2024-02-28,optimism,197.276935,186.728831,10.548104,463657
2024-02-29,arbitrum,229.600098,197.949289,31.650810,983722
2024-02-29,base,105.790533,87.257988,18.532544,436764
2024-02-29,optimism,201.780095,201.821366,-0.041272,465409
2024-03-01,arbitrum,154.250699,129.363185,24.887513,825455
2024-03-01,base,72.952422,58.168688,14.783734,370651
2024-03-01,optimism,137.513875,138.815369,-1.301494,386785
2024-03-02,arbitrum,136.314985,112.217679,24.097306,757158
2024-03-02,base,69.173841,56.038374,13.135467,399568
2024-03-02,optimism,116.593353,115.675397,0.917956,381395
2024-03-03,arbitrum,150.193750,121.888930,28.304820,810704
2024-03-03,base,77.046358,59.981766,17.064592,399953
2024-03-03,optimism,117.921821,126.171432,-8.249611,380864
2024-03-04,arbitrum,209.554911,183.408504,26.146407,709611
2024-03-04,base,106.791022,83.719444,23.071578,341936
2024-03-04,optimism,151.922722,155.122423,-3.199701,355982
2024-03-05,arbitrum,355.552892,280.012024,75.540868,937203
2024-03-05,base,160.635249,115.992313,44.642936,418381
2024-03-05,optimism,249.720805,237.378274,12.342531,441419
2024-03-06,arbitrum,211.789285,189.029755,22.759529,818866
2024-03-06,base,151.870966,103.880929,47.990036,476352
2024-03-06,optimism,129.346211,121.796188,7.550023,402424
2024-03-07,arbitrum,184.219730,157.860298,26.359432,746793
2024-03-07,base,126.993878,90.273991,36.719887,463739
2024-03-07,optimism,104.384574,102.084123,2.300451,374887
2024-03-08,arbitrum,172.142614,144.738477,27.404138,747871
2024-03-08,base,100.993514,70.526748,30.466766,394798
2024-03-08,optimism,94.317871,91.078169,3.239702,361870
2024-03-09,arbitrum,123.340380,104.953579,18.386802,650473
